EVTDESC69058;Despite having one of the largest standing armies in the world and a massive population, our military has fallen behind the other great powers.\n\n§RYou have a decision to start rearmament programmes that will end this in 4 years.;;;;;;
EVTOPTA69058;Worrying;;;;;;
EVTNAME69059;Army reform finished;;;;;;
EVTDESC69059;Our army reform programme is complete!;;;;;;
EVTOPTA69059;Hooray!;;;;;;
EVTNAME69060;The Collapse of Serbia;;;;;;
EVTDESC69060;Our brave soldiers have fallen to the assault of the central powers, as Serbia falls under foreign occupation. We are forced to sign a humiliating treaty establishing us as a puppet state of Austria-Hungary.;;;;;;
EVTOPTA69060;Jebem ti sunce!;;;;;
EVTNAME69061;The Collapse of Romania;;;;;;
EVTDESC69061;With all of Romania falling under the occupation of the Central Powers, we must sign a peace treaty. We shall lose Dobrudja to the Bulgarians and our independence to the Austro-Hungarians.;;;;;;
EVTOPTA69061;La naiba!;;;;;;
EVTNAME69062;The Collapse of Greece;;;;;;
EVTDESC69062;With Athens and our mainland under foreign occupation, we are forced to sign a humiliating treaty.;;;;;;
EVTOPTA69062;Ekata!;;;;;;
EVTNAME69063;The End of the Ottoman Empire;;;;;;
EVTDESC69063;With the fall of Istanbul and most of our holdings, we are forced to sign a peace treaty. We lose all of our colonies, the western coast, and Thrace, but the new republican government fights the Turkish War of Independence to regain the core lands.;;;;;;
EVTOPTA69063;Ataturk save me!!!;;;;;;
EVTNAME69064;The Fall of Bulgaria;;;;;;
EVTDESC69064;With the occupation of our country, we are forced to sign a treaty ceding our border territories to Serbia, Romania, and Greece, as well as submitting to Russian dominance.;;;;;;
EVTOPTA69064;?? ???? ?? ????????!;;;;;;
EVTNAME69065;The End of Austria-Hungary;;;;;;
EVTDESC69065;With creeping war exhaustion and protests, alongside the occupation of Budapest and Vienna, we are forced to sign a treaty with the enemy. The Austro-Hungarian Empire is to be dissolved, and harsh penalties will be enacted on the Austrian and Hungarian states.;;;;;;
EVTOPTA69065;Scheiße!;;;;;;
EVTNAME69066;The Treaty of Versailles;;;;;;
EVTDESC69066;After our defeat in the first world war, we are forced to sign the Treaty of Versailles, demilitarizing us, granting Alsace-Lorraine back to France, and giving our Eastern territories to the Russians. Shortly after this, the monarchy was forced to abdicate.;;;;;;
EVT69067-69074;Are Taken up by gambling.;;;;;;
EVTNAME69075;The Southern Reconciliation;;;;;;
EVTDESC69075;Seeing the United States face foreign invasion, the debate on slavery has been put on hold, and all hands are on deck to drive out the invaders.\n§GThe civil war will no longer fire!§!;;;;;;
EVTOPTA69075;Great!;;;;;;
EVTNAME69076;Host Unsieges Us!;;;;;;
EVTDESC69076;The host nation has unsieged us via decision.;;;;;;
EVTOPTA69076;Freedom!;;;;;;
EVTNAME69077;Host Sieges Our Enemies;;;;;;
EVTDESC69077;The Host has sieged one or multiple of our enemies for us.;;;;;;
EVTOPTA69077;Hooray!;;;;;;
